author_in_publication;text;name;city;type;issue;year_emigration;description;peculiarity;name_part;pages;name_in_russia;year_russia
Козырев М.;Доберман;Руль;Берлин;газета;№2314;08.07.1928;проза;полный текст;;7—8;Красная новь;
Стонов Д.;Башмачки;Руль;Берлин;газета;№2315;10.07.1928;проза;полный текст;;2—3;К.П.;
Маяковский В.В.;«Общее» и «мое»;Руль;Берлин;газета;№2316;11.07.1928;стихи;полный текст;;6;К.П.;
Зорич А.;Проба карандаша;Руль;Берлин;газета;№2320;15.07.1928;проза;полный текст;;8;Правда;
Кутуй Г.;Старый пильщик;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;7;;
Акопян А.;Песнь труда;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;7;;
Каладзе К.;Мхедрули;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;7;;
Джансугуров И.;Шаги трех союзников;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;7;;
Герд К.;Удмурт;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;7;;
Юлтый Д.;Наши дни;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;7;;
Лыткин В.;Родная страна;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;7;;
Чавайн С.;Открытие области Мари;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;7;;
Акбаев Р.;Песнь серпа;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;8;;
Чекес С.;Пастух;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;8;;
Сосюра В.;О, не напрасно, нет, в степях гремели пушки;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;8;;
Дубовка В.;Поступь твердая, смелый взгляд;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;8;;
Рустем Задэ Сулейман;В кузнице;Руль;Берлин;газета;№2320;15.07.1928;стихи;полный текст;;8;;
Жаров А.;Новый мещанин;Руль;Берлин;газета;№2322;18.07.1928;стихи;полный текст;;6;Правда;
Лидин В.;Золото;Руль;Берлин;газета;№2323;19.07.1928;проза;полный текст;;2—3;Известия;
Ларионов Н.;Горячая земля;Руль;Берлин;газета;№2325;21.07.1928;проза;полный текст;;2—3;Красная новь;
Павлов В.;За что боролись?;Руль;Берлин;газета;№2326;22.07.1928;проза;полный текст;;7—8;Сборник рассказов;
Пасынков Л.;По хуторам коневодов;Руль;Берлин;газета;№2327;24.07.1928;проза;полный текст;;2—3;Красная газета;
Маяковский В.В.;Дом Герцена;Руль;Берлин;газета;№2328;25.07.1928;стихи;полный текст;;6;;
Зощенко М.М.;Мелкое происшествие;Руль;Берлин;газета;№2330;27.07.1928;проза;полный текст;;4;Сборник рассказов;
Вересаев В.;Случай;Руль;Берлин;газета;№2335;02.08.1928;проза;полный текст;;2;Сборник рассказов;
Уткин И.;Шесть глав;Руль;Берлин;газета;№2338;05.08.1928;стихи;полный текст;;7—8;У;07.1928
Козаков М.;Именины;Руль;Берлин;газета;№2340;08.08.1928;проза;полный текст;;5;;
Романов П.;Голубое платье;Руль;Берлин;газета;№2343;11.08.1928;проза;отрывок;;2—3;;
Романов П.;Голубое платье;Руль;Берлин;газета;№2344;12.08.1928;проза;отрывок;;4;;
Романов П.;Легкая служба;Руль;Берлин;газета;№2346;15.08.1928;проза;полный текст;;5;Красная новь;
Сергеев-Ценский С.Н.;Прах Аджи-Османа;Руль;Берлин;газета;№2349;18.08.1928;проза;отрывок;;2—3;;
Яковлев А.;Мужик;Руль;Берлин;газета;№2350;19.08.1928;проза;полный текст;;7—8;;
Сергеев-Ценский С.Н.;Прах Аджи-Османа;Руль;Берлин;газета;№2351;21.08.1928;проза;отрывок;;2—3;Красная новь;
Павлов В.;Стойкая борьба;Руль;Берлин;газета;№2352;22.08.1928;проза;полный текст;;5;Сборник рассказов;
Зощенко М.М.;Не все потеряно;Руль;Берлин;газета;№2356;26.08.1928;проза;полный текст;;7—8;;
Вересаев В.;За гранью;Руль;Берлин;газета;№2359;30.08.1928;проза;полный текст;;2—3;;
Туманяк О.;Каменная баня;Руль;Берлин;газета;№2362;02.09.1928;проза;полный текст;;5;Прожектор;
Доржелес Р.;У бедуинов;Руль;Берлин;газета;№2362;02.09.1928;проза;полный текст;;7—8;Красная новь;
Голлербах Э.;По земле Новгородской;Руль;Берлин;газета;№2365;06.09.1928;проза;полный текст;;2;Красная газета;
Инбер В.;Не плачь, Нинель;Руль;Берлин;газета;№2371;13.09.1928;проза;полный текст;;2—3;Правда;
Леонов Л.;Месть;Руль;Берлин;газета;№2372;14.09.1928;проза;полный текст;;2—3;Красная новь;
Леонов Л.;Месть;Руль;Берлин;газета;№2373;15.09.1928;проза;полный текст;;2;Красная новь;
Ширяев П.;Последная ревизия;Руль;Берлин;газета;№2380;23.09.1928;проза;полный текст;;7—8;Красная новь;
Пришвин М.;Журавлиная родина;Руль;Берлин;газета;№2385;29.09.1928;проза;отрывок;Маралово;2—3;Красная новь;
Зощенко М.М.;Баретки;Руль;Берлин;газета;№2386;30.09.1928;проза;полный текст;;7—8;Сборник рассказов;
Есенин С.А.;Я одежу тебя побирушкой;Руль;Берлин;газета;№2386;30.09.1928;стихи;полный текст;;7;В.М.;20.03.1925
Алексеев Г.;Шкап;Руль;Берлин;газета;№2392;07.10.1928;проза;полный текст;;7—8;Красная новь;
